@relation 'amazon-commerce-reviews-weka.filters.unsupervised.attribute.Remove-V-R7,386,388,448,678,821,889,1011,1295,2115,6597,6629,6707,6740,6755,6793,6896,6921,6924,6939,6966,6977,6995,7024,7468,7700,7976,8058,8977,9200,9967,10001'

@attribute V7 numeric
@attribute V386 numeric
@attribute V388 numeric
@attribute V448 numeric
@attribute V678 numeric
@attribute V821 numeric
@attribute V889 numeric
@attribute V1011 numeric
@attribute V1295 numeric
@attribute V2115 numeric
@attribute V6597 numeric
@attribute V6629 numeric
@attribute V6707 numeric
@attribute V6740 numeric
@attribute V6755 numeric
@attribute V6793 numeric
@attribute V6896 numeric
@attribute V6921 numeric
@attribute V6924 numeric
@attribute V6939 numeric
@attribute V6966 numeric
@attribute V6977 numeric
@attribute V6995 numeric
@attribute V7024 numeric
@attribute V7468 numeric
@attribute V7700 numeric
@attribute V7976 numeric
@attribute V8058 numeric
@attribute V8977 numeric
@attribute V9200 numeric
@attribute V9967 numeric
@attribute Class {Agresti,Ashbacher,Auken,Blankenship,Brody,Brown,Bukowsky,CFH,Calvinnme,Chachra,Chandler,Chell,Cholette,Comdet,Corn,Cutey,Davisson,Dent,Engineer,Goonan,Grove,Harp,Hayes,Janson,Johnson,Koenig,Kolln,Lawyeraau,Lee,Lovitt,Mahlers2nd,Mark,McKee,Merritt,Messick,Mitchell,Morrison,Neal,Nigam,Peterson,Power,Riley,Robert,Shea,Sherwin,Taylor,Vernon,Vision,Walters,Wilson}

@data
6,0,0,0,0,0,0,0,0,0,5,3,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,McKee
0,0,0,1,0,1,0,0,0,0,16,3,0,0,0,4,0,0,4,4,11,11,0,0,0,0,0,0,3,0,0,Merritt
6,0,0,0,0,0,0,0,0,0,4,9,2,0,4,0,11,9,0,0,0,0,0,0,1,1,0,0,0,0,0,Nigam
3,0,0,0,0,0,0,0,0,0,7,7,2,0,1,1,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,McKee
0,0,0,0,0,0,0,0,0,0,13,17,4,4,0,4,0,0,3,3,1,1,1,2,0,0,0,1,0,0,0,Lovitt
9,0,0,0,0,0,0,0,0,0,6,7,0,0,8,2,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,CFH
7,0,0,0,0,0,0,0,0,0,9,5,4,0,4,2,0,0,1,1,1,1,0,7,3,3,0,0,0,4,0,Brody
4,0,0,0,0,0,0,0,0,0,11,11,7,6,3,0,7,7,0,0,3,3,3,0,2,2,0,2,0,0,0,Mahlers2nd
0,0,0,1,1,0,0,0,0,0,7,24,8,0,0,0,1,1,0,0,7,7,0,1,7,6,0,0,0,0,0,CFH
1,1,0,0,0,0,0,0,0,0,11,13,7,4,0,1,1,1,0,0,4,4,2,0,2,1,0,1,1,1,0,Auken
0,0,0,0,0,0,0,0,0,0,13,7,13,20,0,1,0,0,0,0,0,0,10,1,0,0,2,0,2,0,0,Janson
0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,Ashbacher
4,0,0,0,0,0,0,0,0,0,3,21,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vision
4,0,0,0,0,0,0,0,0,0,13,7,4,0,4,3,3,3,2,2,1,1,0,0,4,4,0,0,0,0,0,Comdet
0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,Agresti
1,0,5,0,0,0,0,0,0,0,11,5,4,0,1,0,2,2,0,0,3,3,0,0,0,0,0,0,0,3,0,Engineer
1,0,0,0,0,0,0,0,0,0,12,15,1,0,0,4,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,Agresti
2,0,0,0,0,0,0,0,0,0,13,5,1,2,1,5,3,3,2,2,1,1,1,0,0,0,1,0,0,0,0,Lee
16,0,0,0,0,0,0,0,0,0,9,5,0,0,13,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Goonan
9,0,0,0,0,0,0,0,0,0,13,7,1,2,7,3,3,3,3,3,1,1,1,4,0,0,0,0,0,0,1,Lovitt
0,0,0,0,0,0,0,0,0,0,14,15,10,0,0,2,4,4,1,1,2,2,0,0,6,1,0,0,0,1,0,Dent
5,0,0,0,0,0,0,0,0,0,9,5,2,2,5,0,3,3,0,0,3,3,1,5,0,0,0,0,0,0,0,Corn
4,0,0,0,0,0,0,0,0,0,16,9,6,2,2,4,0,0,3,2,0,0,1,1,0,0,0,2,0,0,0,Walters
3,0,0,0,0,0,1,0,0,0,12,4,9,2,2,5,0,0,2,0,0,0,1,0,3,3,1,3,0,2,0,Morrison
2,0,0,0,0,0,0,0,0,0,15,5,1,2,2,2,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,Lawyeraau
0,0,0,0,0,0,0,0,0,0,20,5,1,20,0,3,5,5,2,2,0,0,10,0,0,0,0,0,0,0,0,Vernon
3,0,0,0,0,0,0,0,0,0,27,7,6,0,2,4,0,0,3,3,4,4,0,4,3,3,0,0,0,2,0,Messick
2,0,0,0,0,0,0,0,0,0,14,19,0,2,1,5,6,4,3,3,0,0,1,0,0,0,0,0,0,1,1,Power
0,1,0,0,0,0,0,0,0,0,9,1,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,3,7,2,0,1,0,1,1,0,0,0,0,0,3,2,2,0,0,0,0,0,Nigam
10,0,0,0,0,0,0,0,1,0,7,11,5,0,8,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,29,11,0,0,1,10,10,9,10,10,0,0,0,0,0,0,0,0,0,3,0,Power
1,0,0,0,0,0,0,0,0,0,17,9,9,5,1,6,0,0,3,3,2,2,2,2,0,0,3,3,1,1,0,Walters
8,0,0,0,0,1,0,0,0,0,2,1,1,2,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,Brody
2,0,0,0,0,0,0,0,0,0,8,7,3,2,2,3,2,2,3,3,0,0,0,2,1,1,0,1,0,0,1,Mitchell
2,0,0,0,0,0,0,0,0,0,5,3,1,12,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,Ashbacher
0,0,0,0,0,0,0,0,0,0,17,5,3,6,0,0,0,0,0,0,4,4,3,0,0,0,1,0,1,0,0,Kolln
4,0,0,0,0,0,0,0,0,0,10,5,0,0,4,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,Brown
2,0,0,0,0,0,0,0,0,0,19,7,1,0,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Lawyeraau
0,0,0,0,0,0,0,0,0,0,14,5,4,4,0,4,1,1,3,3,1,1,2,0,0,0,1,0,0,0,0,Wilson
4,0,0,0,0,0,0,0,0,0,15,14,0,0,4,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,Blankenship
2,0,0,0,0,0,0,0,0,0,19,5,6,16,0,4,0,0,4,4,0,0,7,1,0,0,0,0,0,0,2,Bukowsky
7,0,0,0,0,0,0,0,0,0,18,15,2,0,4,3,3,2,2,2,0,0,0,7,0,0,0,0,0,0,0,Mitchell
6,0,0,0,0,0,0,0,0,0,16,9,4,8,3,5,3,3,3,2,1,1,4,0,0,0,0,0,0,0,1,Neal
0,0,0,0,0,0,0,0,0,0,8,3,2,2,0,1,1,1,1,1,5,5,0,0,0,0,0,0,1,0,0,Robert
1,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Blankenship
7,0,0,0,0,0,0,0,0,0,10,17,5,2,5,1,0,0,1,1,4,4,1,2,3,3,0,0,0,0,0,Hayes
3,0,0,0,0,0,0,0,0,0,2,3,0,2,3,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,Vision
6,0,0,0,0,0,0,0,0,0,12,7,6,0,2,3,3,3,2,2,3,3,0,0,2,2,0,1,0,0,0,Comdet
2,0,0,0,0,0,1,0,0,0,14,6,4,0,1,4,0,0,3,2,0,0,0,0,1,1,0,1,0,1,0,Morrison
9,0,0,0,0,0,0,0,0,0,8,7,5,4,8,2,6,6,0,0,5,5,2,0,0,0,0,0,0,0,0,Riley
5,0,0,0,0,0,0,0,0,0,27,14,0,0,4,9,4,3,9,8,1,1,0,0,0,0,0,0,0,0,0,Power
2,0,0,0,0,0,0,0,0,0,11,7,5,0,2,3,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,Lee
1,0,0,0,0,0,0,0,0,0,4,15,0,0,1,1,5,4,1,1,2,1,0,0,0,0,0,0,0,0,0,Chachra
10,0,0,0,0,0,0,0,0,0,9,13,13,0,9,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,Dent
3,0,0,0,0,0,0,0,0,0,6,2,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Ashbacher
11,0,0,0,0,0,0,0,0,0,12,5,8,2,6,0,1,1,0,0,2,2,1,3,0,0,0,2,0,0,0,Chell
20,0,0,0,0,0,0,0,0,0,14,11,0,0,14,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Chell
3,0,0,0,0,0,0,0,0,0,13,23,3,4,2,3,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,Neal
5,0,0,0,0,0,0,0,0,0,17,7,4,3,2,6,2,2,4,4,0,0,2,0,2,2,0,2,0,0,1,Lee
0,0,0,0,0,0,2,0,0,0,18,9,1,6,0,0,0,0,0,0,4,4,2,5,0,0,2,0,0,0,1,Peterson
3,0,0,0,0,0,0,0,0,0,12,9,2,10,2,2,1,0,1,1,4,4,3,1,0,0,0,0,0,0,0,Davisson
9,0,0,0,0,0,0,0,0,0,7,6,0,0,6,2,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,Ashbacher
11,0,0,0,0,0,0,0,0,0,7,11,1,0,5,2,5,5,2,2,2,1,0,0,0,0,0,0,0,0,0,Chandler
2,0,0,0,0,0,0,0,0,0,29,5,10,46,2,6,2,2,3,2,0,0,22,3,0,0,0,0,0,0,2,Davisson
0,0,0,0,0,0,0,0,0,0,11,7,7,6,0,2,0,0,2,2,3,3,2,0,0,0,4,0,0,0,0,Kolln
3,0,0,0,0,0,0,0,0,0,11,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,Bukowsky
0,0,0,0,0,0,0,0,0,0,13,3,2,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,Brody
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McKee
0,0,0,0,0,0,0,0,1,0,5,9,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,34,5,4,12,0,8,0,0,4,4,0,0,6,3,0,0,0,0,0,0,0,Vernon
7,0,0,1,0,0,0,0,0,0,6,5,0,0,5,2,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,Brown
2,0,0,0,0,0,0,0,0,0,5,3,1,12,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,Ashbacher
8,0,0,1,0,0,0,0,0,0,7,7,2,0,7,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,Brown
6,0,0,0,0,0,0,0,0,0,6,2,0,0,4,3,4,4,3,3,1,1,0,0,0,0,0,0,0,0,0,Cutey
5,0,0,0,0,0,0,0,0,0,4,5,2,0,5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,6,19,11,4,0,1,1,0,1,1,13,13,1,0,6,5,0,1,5,0,0,Auken
5,0,0,0,0,0,0,0,0,0,17,5,2,4,4,5,1,1,4,4,1,1,1,1,0,0,0,0,0,0,0,Wilson
4,0,0,0,0,0,0,0,0,0,22,9,2,4,3,9,2,2,4,4,2,2,2,0,0,0,1,0,1,0,0,Robert
5,0,0,0,0,0,0,0,0,0,14,9,1,16,4,5,0,0,4,4,1,1,7,1,0,0,0,0,0,0,1,Davisson
12,1,0,0,0,0,0,0,0,0,9,9,0,0,8,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,Nigam
12,0,0,0,0,0,0,0,0,0,8,9,8,0,8,2,0,0,1,1,2,2,0,0,3,3,1,3,0,0,0,Messick
1,0,0,0,0,1,0,0,0,0,12,16,2,8,0,3,1,0,2,2,2,2,4,0,0,0,0,0,0,0,1,Merritt
7,0,0,0,0,0,0,0,0,0,11,12,5,2,5,3,0,0,3,3,5,5,0,1,2,2,0,0,0,2,0,Engineer
9,0,0,0,0,0,0,0,0,0,15,13,0,0,8,4,1,1,4,4,0,0,0,4,0,0,0,0,0,0,0,Power
2,0,0,0,0,0,0,0,0,0,14,11,2,0,1,1,4,4,1,1,2,2,0,0,1,1,0,0,0,0,0,Koenig
0,0,0,0,0,0,0,0,0,0,16,3,3,4,0,6,0,0,4,4,3,1,2,0,0,0,0,0,0,0,1,Cholette
7,0,0,0,0,0,0,0,0,0,13,9,2,4,5,3,5,5,2,2,0,0,2,0,0,0,0,0,0,0,0,Davisson
5,0,0,0,0,0,0,0,0,0,16,9,0,0,2,7,5,4,5,5,1,1,0,0,0,0,0,0,0,0,0,Power
1,0,0,0,0,0,0,0,0,0,20,11,2,10,0,0,1,1,0,0,0,0,5,4,0,0,0,0,1,0,1,Neal
1,0,0,0,0,0,0,0,0,0,11,5,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,14,7,16,12,1,1,0,0,0,0,2,2,6,0,0,0,0,3,0,0,0,Chell
0,0,0,0,0,0,0,0,0,0,18,7,2,10,0,6,1,1,4,4,0,0,4,1,0,0,0,0,0,0,1,Bukowsky
3,0,0,0,0,0,0,0,0,0,9,5,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Brown
1,0,0,1,0,0,0,0,0,0,14,3,5,2,1,2,0,0,1,1,0,0,0,3,2,2,0,0,0,0,0,Hayes
2,0,0,0,1,0,0,0,0,0,7,3,8,0,0,3,0,0,1,1,2,2,0,5,2,2,0,0,0,0,0,Hayes
5,0,0,0,0,0,0,0,0,0,27,5,3,6,1,5,0,0,4,4,1,1,3,3,0,0,0,0,0,0,0,Wilson
8,0,0,1,0,0,0,0,0,0,7,7,4,0,7,1,2,2,1,1,1,1,0,0,0,0,0,2,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,11,3,4,2,0,1,0,0,1,1,0,0,1,3,1,1,0,0,2,0,0,Janson
5,0,0,0,0,0,0,0,0,0,6,11,2,2,3,0,1,1,0,0,0,0,1,0,0,0,4,1,0,0,0,Sherwin
13,0,0,0,0,0,0,0,0,0,13,9,0,0,9,3,10,7,2,2,0,0,0,0,0,0,0,0,0,0,0,Chandler
7,0,0,0,0,0,0,0,0,0,18,5,6,2,5,4,0,0,3,3,2,2,1,4,0,0,2,1,0,0,0,Cholette
3,0,0,0,0,0,0,0,0,0,10,10,4,2,1,2,8,7,2,2,1,1,1,0,1,1,0,0,3,0,0,Calvinnme
10,0,0,0,0,0,0,0,0,0,17,11,3,4,9,5,0,0,5,5,3,3,2,0,1,1,0,0,0,0,0,Koenig
0,0,0,0,0,0,0,0,0,0,11,5,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Lawyeraau
6,0,0,0,0,0,0,0,0,0,4,9,2,0,4,0,11,9,0,0,0,0,0,0,1,1,0,0,0,0,0,Nigam
0,0,0,0,0,0,0,0,0,0,24,9,6,0,0,5,0,0,3,3,3,3,0,2,0,0,1,2,0,0,0,Peterson
0,0,0,1,0,1,0,0,0,0,23,3,3,4,0,6,0,0,5,5,7,7,2,0,0,0,0,0,3,0,1,Merritt
1,0,0,0,0,0,0,0,0,0,24,5,2,0,1,8,0,0,6,6,4,4,0,0,0,0,2,0,0,0,0,Cholette
2,0,0,0,0,0,0,0,0,0,3,6,2,0,2,0,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,Chachra
10,0,0,0,0,0,0,0,0,0,6,3,3,0,9,1,5,5,1,1,0,0,0,0,1,1,1,0,0,1,0,Cutey
3,0,0,0,0,0,0,0,0,0,14,3,1,0,3,2,2,2,2,2,3,3,0,0,0,0,0,0,0,1,0,Cutey
3,0,4,0,0,0,0,0,0,0,8,10,4,0,2,1,4,4,1,1,8,8,0,0,0,0,0,0,0,0,0,Engineer
0,0,0,0,0,0,0,0,0,0,18,7,4,2,0,5,0,0,3,3,1,1,1,3,0,0,0,0,0,0,1,Peterson
7,0,0,0,0,0,0,0,0,0,32,25,3,12,2,4,1,0,4,4,0,0,6,2,0,0,1,0,0,0,1,Neal
3,0,0,0,0,0,0,0,0,0,24,3,7,0,3,4,4,2,3,3,0,0,0,0,0,0,1,0,0,0,0,Bukowsky
5,0,0,0,0,0,0,0,0,0,12,9,2,2,5,2,2,1,0,0,1,1,1,0,2,1,0,0,0,0,0,Corn
4,0,0,0,0,0,0,0,0,0,7,7,7,2,4,0,4,4,0,0,0,0,1,0,0,0,2,3,0,0,0,Sherwin
10,0,0,0,0,0,0,0,0,0,4,11,0,2,8,0,1,1,0,0,1,1,1,0,0,0,8,0,0,0,0,Sherwin
7,0,0,0,0,0,0,0,0,0,10,11,0,0,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,5,9,5,2,1,0,6,6,0,0,0,0,1,0,3,3,0,2,0,0,0,Mahlers2nd
6,0,0,0,0,0,0,0,0,0,19,10,0,0,6,2,1,1,1,1,2,2,0,5,0,0,0,0,0,0,0,Blankenship
4,0,1,0,0,0,0,0,0,0,16,11,4,0,3,5,7,6,4,4,2,2,0,0,4,4,0,0,0,0,0,Comdet
13,0,0,0,0,0,0,0,0,0,9,13,1,10,11,0,3,3,0,0,2,1,5,0,0,0,0,0,0,0,0,Chandler
2,0,0,0,0,0,0,1,0,0,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnson
7,0,0,0,0,0,0,0,0,0,24,5,4,4,7,1,2,2,0,0,2,2,2,4,0,0,2,0,0,0,0,Cholette
16,0,0,1,0,0,0,0,0,0,9,9,0,0,13,4,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,14,6,1,2,0,6,1,1,5,4,2,2,1,0,0,0,0,0,1,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,24,7,2,2,0,5,0,0,2,2,13,14,1,1,0,0,6,1,0,0,1,Peterson
5,0,0,0,0,0,0,0,0,0,10,1,3,0,3,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,Messick
3,0,0,0,0,0,0,0,0,0,12,5,11,6,1,3,0,0,2,2,2,2,3,2,0,0,4,1,1,0,1,Bukowsky
4,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Morrison
8,0,0,0,0,2,0,0,0,0,8,21,8,0,7,2,4,4,1,1,4,4,0,0,4,4,0,0,0,0,0,Chachra
6,0,0,0,0,0,0,0,0,0,16,7,8,0,5,5,1,1,4,4,0,0,0,1,0,0,0,3,0,0,0,Grove
1,0,0,0,0,0,0,0,0,0,12,9,4,12,1,3,2,2,2,2,0,0,6,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,2,2,0,3,0,0,0,0,0,1,0,Chachra
0,0,0,0,0,0,0,0,0,0,14,5,1,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Lawyeraau
17,0,0,0,0,0,0,0,0,0,7,13,2,0,14,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Mahlers2nd
4,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Corn
0,0,0,0,0,1,0,0,0,0,24,9,2,2,0,8,0,0,6,6,3,3,0,0,0,0,0,1,0,0,0,Merritt
7,0,0,0,0,0,0,0,0,0,14,7,0,2,6,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,Corn
8,0,0,0,1,0,0,0,0,0,11,7,5,6,6,5,6,5,3,3,0,0,3,4,0,0,1,1,0,0,0,Brown
4,0,0,0,0,0,0,0,0,1,10,9,2,0,2,3,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,Koenig
6,0,0,0,0,0,0,0,0,0,9,12,2,2,4,1,0,0,0,0,2,2,1,5,0,0,0,0,0,0,1,Goonan
0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ashbacher
0,0,0,0,0,0,0,0,0,0,6,3,3,2,0,2,4,4,2,2,1,1,1,0,3,3,1,0,0,0,0,Shea
0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,2,0,0,0,0,7,7,0,1,0,0,0,0,1,3,0,Harp
2,0,0,0,0,0,0,0,0,0,14,7,6,4,1,1,1,1,0,0,1,1,2,0,2,2,0,0,0,0,0,Agresti
3,0,0,0,0,0,0,0,0,0,19,3,9,10,2,3,0,0,2,2,4,4,4,0,0,0,0,3,0,0,0,Walters
1,0,0,0,0,0,0,0,0,0,11,6,5,0,0,6,1,1,5,5,2,2,0,4,0,0,2,2,0,0,0,Grove
5,0,0,0,0,0,0,0,1,0,7,13,4,2,5,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,0,Mark
4,0,0,0,0,0,0,0,0,0,15,9,3,0,3,8,1,1,4,4,0,0,0,3,0,0,2,1,0,0,0,Grove
12,0,0,0,0,0,0,0,0,0,13,9,2,0,11,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,5,11,6,2,0,2,0,0,0,0,3,3,1,0,1,1,0,1,2,1,0,Auken
11,0,0,0,0,0,0,0,0,0,7,15,6,4,6,0,3,3,0,0,2,1,2,0,2,2,0,2,0,0,0,Mahlers2nd
6,0,0,0,0,0,0,0,0,0,14,11,4,2,4,6,1,1,6,6,0,0,1,0,3,3,0,0,0,0,0,Comdet
3,0,0,0,0,0,0,0,0,0,18,7,3,8,2,4,0,0,3,3,1,1,4,2,0,0,0,1,0,0,1,Wilson
9,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Riley
3,0,0,1,0,0,0,0,0,0,15,9,0,0,3,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vision
3,0,0,0,0,1,1,0,0,0,15,7,7,0,0,4,2,2,1,1,3,3,0,0,1,1,1,1,1,6,0,Morrison
0,0,0,1,0,1,0,0,0,0,6,3,7,2,0,3,0,0,1,1,7,7,1,0,0,0,1,0,2,0,1,Merritt
0,0,0,0,0,0,0,0,0,0,7,5,5,8,0,5,0,0,3,3,3,3,3,0,0,0,0,0,1,0,0,Robert
6,0,0,0,0,0,0,0,0,0,13,5,4,6,4,3,0,0,2,2,2,2,3,0,1,1,0,0,0,0,1,Cholette
1,0,0,0,0,0,0,0,0,0,17,7,0,2,1,0,4,4,0,0,0,0,1,5,0,0,0,0,0,0,1,Goonan
8,0,0,0,0,0,0,0,0,0,19,19,4,2,5,1,1,1,1,1,8,3,1,0,1,1,0,0,0,0,0,Comdet
6,0,0,0,0,0,0,0,0,0,12,11,8,0,3,5,5,5,5,5,3,3,0,0,2,2,0,0,0,0,0,Comdet
8,0,0,0,0,0,0,0,1,0,8,15,4,0,8,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,1,0,0,12,9,0,5,0,2,4,4,2,2,0,0,2,6,0,0,0,0,0,0,1,Johnson
15,0,0,0,0,0,0,0,0,0,8,7,2,0,14,0,3,2,0,0,1,1,0,0,2,2,0,0,0,0,0,Nigam
0,0,0,0,0,0,0,0,0,0,17,5,0,10,0,8,0,0,6,6,0,0,4,2,0,0,1,0,1,0,2,Vernon
1,0,0,0,0,0,0,0,1,0,12,13,6,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,17,7,3,8,0,6,0,0,5,5,2,2,4,0,0,0,0,1,1,0,0,Taylor
2,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,0,11,5,7,2,0,1,2,2,1,1,0,0,1,1,5,5,0,0,0,0,0,Shea
0,0,0,0,0,0,0,0,0,0,13,7,3,0,0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Lee
4,0,0,0,0,0,0,0,0,0,7,2,1,0,3,1,4,4,1,1,2,2,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,16,7,7,0,0,2,6,6,0,0,7,7,0,0,2,2,0,0,0,0,0,Engineer
7,0,0,0,0,0,0,0,1,0,5,15,1,0,6,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,1,0,0,0,0,0,9,3,2,0,0,4,0,0,4,4,2,2,0,2,1,1,0,0,0,0,0,Hayes
0,0,0,0,0,0,0,0,0,0,30,7,3,12,0,7,0,0,4,4,0,0,5,3,0,0,0,1,0,0,3,Wilson
1,0,0,0,0,0,0,0,0,0,36,7,5,2,0,0,3,2,0,0,0,0,1,0,1,1,0,1,0,0,1,Neal
7,0,0,0,0,0,0,0,0,0,8,7,2,2,4,0,5,5,0,0,0,0,1,0,1,1,0,0,0,0,0,Dent
0,4,0,0,0,0,0,0,0,0,13,12,13,10,0,0,1,0,0,0,5,5,3,0,2,2,0,0,2,0,0,Auken
16,0,0,0,0,0,0,0,0,0,12,7,1,0,12,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,32,4,0,6,1,6,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,Lawyeraau
0,2,0,0,0,0,0,0,0,0,12,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,Auken
0,0,0,0,0,0,0,0,0,0,15,9,4,14,0,7,0,0,4,4,4,4,5,0,0,0,0,0,4,1,1,Lovitt
6,0,0,0,0,0,0,0,0,0,16,3,1,0,6,1,2,2,0,0,1,1,0,0,1,1,1,0,0,0,0,Cutey
2,0,0,0,0,1,0,0,0,0,17,5,5,6,0,2,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,Merritt
4,0,0,0,0,0,0,0,0,0,12,7,6,2,3,2,0,0,2,2,1,1,1,1,0,0,2,1,0,0,0,Grove
1,0,0,0,0,0,0,0,0,0,8,5,1,6,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,1,0,9,11,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark
2,0,0,0,0,0,3,0,0,0,13,5,4,0,2,4,0,0,3,3,1,1,0,0,3,3,0,0,1,0,0,Calvinnme
