@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
910,1000,11,2,0.011,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,564,436,0.564,0.436,0.513514,0,1,-1.150456,-0.021226,-0,1,-1.277091,-0.069411,0,1,-0.739938,0.03536,-0,1,-1.234826,-0.052555,0,1,-1.176149,-0.019787,0,1,-1.153817,0.011865,2,2,2,0,0.669822,0.324,0.340176,0.746873,0.305,0.37545,0.73815,0.269,0.45937,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,999.9,0.316228,999,1000,2,0,2,2,1000000,1000000000,1000000000000,86.666667,68.956229,0,66.531987,92.188552,66.936027,67.407407,67.609428,66.531987,70.03367,77.104377,86.531987,87.542088,75.959596,85.185185,56.565657,72.727273,88.148148,89.494949,90.707071,85.252525,86.127946
911,250,6,2,0.024,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,140,110,0.56,0.44,0.542169,0,1,-0.990827,0.076048,-0,1,-1.316477,-0.135735,0,1,-0.495575,0.565166,-0,1,-1.267463,-0.109546,-0,1,-1.088618,-0.022623,0,1,-0.665294,0.310977,2,2,2,0,0.797078,0.2,0.594156,0.753247,0.196,0.608751,0.766883,0.228,0.547475,0.822273,0.16,0.674691,0.822273,0.16,0.674691,0.822273,0.16,0.674691,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,250,0,250,250,2,0,2,2,62500,15625000,3906250000,81.09589,80.821918,0,69.041096,88.767123,74.520548,77.808219,75.890411,69.589041,78.356164,84.931507,77.534247,87.123288,78.082192,77.808219,56.164384,75.068493,81.643836,81.917808,88.767123,82.465753,81.643836
912,1000,6,2,0.006,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,584,416,0.584,0.416,0.496496,0,1,-0.82015,0.131048,-0,1,-1.214314,-0.064495,0,1,0.212358,0.666596,-0,1,-1.203343,-0.048094,0,1,-1.111135,0.017644,0,1,-0.291466,0.366892,2,2,2,0,0.879413,0.115,0.762251,0.76926,0.18,0.634348,0.788774,0.206,0.584932,0.885762,0.113,0.766224,0.885762,0.113,0.766224,0.885762,0.113,0.766224,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,1000,0,1000,1000,2,0,2,2,1000000,1000000000,1000000000000,89.158249,84.242424,0,72.794613,95.488215,78.249158,79.6633,80.538721,75.959596,89.62963,91.313131,89.427609,90.909091,81.548822,89.494949,58.585859,81.683502,90.841751,92.255892,94.612795,89.56229,89.158249
913,1000,11,2,0.011,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,580,420,0.58,0.42,0.495495,0,1,-0.997614,0.096046,-0,1,-1.217077,-0.072089,0,1,0.246685,0.741463,-0,1,-1.200969,-0.049612,0,1,-1.169887,0.045742,0,1,-1.023864,0.09727,2,2,2,0,0.740681,0.257,0.477132,0.743826,0.205,0.576306,0.780608,0.218,0.553425,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,999.7,0.483046,999,1000,2,0,2,2,1000000,1000000000,1000000000000,84.09396,79.865772,0,71.946309,90.604027,75.302013,77.583893,75.771812,70.738255,74.832215,76.778523,85.503356,87.248322,75.771812,84.832215,58.053691,77.516779,87.986577,89.66443,91.744966,84.161074,86.979866
915,315,14,2,0.044444,0,0,0,0,10,4,2,0.714286,0.285714,0.142857,182,133,0.577778,0.422222,0.566879,541.672944,313.058672,29.725933,3.064008,3.279365,5.330192,-0.871555,0.298978,2185.603175,1473.886547,221.331673,13.823046,22.815173,10.745547,2.014361,1.140765,133.462698,82.910528,3.44281,1.546896,1073.699365,612.053632,22.423678,3.791575,3,2,2.5,0.57735,0.535281,0.444444,0.089069,0.530654,0.501587,0.01387,0.513117,0.431746,-0.014253,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,222.8,95.24798,60,311,2.5,0.57735,2,3,94544,28552288,7937536064,58.461538,46.813187,0,60.43956,52.967033,58.681319,57.802198,58.901099,58.461538,53.626374,52.527473,56.703297,58.901099,55.604396,52.307692,58.241758,58.241758,52.527473,58.901099,57.362637,50.769231,55.824176
916,100,6,2,0.06,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,56,44,0.56,0.44,0.515152,-0,1,-0.288036,0.331845,-0,1,-1.194551,-0.29413,0,1,1.014239,1.310823,-0,1,-1.15039,-0.251892,-0,1,-0.245139,-0.032323,0,1,0.552869,1.097666,2,2,2,0,0.728896,0.26,0.46458,0.709416,0.37,0.254633,0.644075,0.36,0.286846,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,100,0,100,100,2,0,2,2,10000,1000000,100000000,66.666667,73.333333,0,68.888889,85.185185,68.888889,68.148148,66.666667,65.185185,78.518519,77.777778,64.444444,73.333333,73.333333,75.555556,55.555556,57.777778,77.777778,72.592593,80.740741,80.740741,74.814815
917,1000,26,2,0.026,0,0,0,0,25,1,1,0.961538,0.038462,0.038462,546,454,0.546,0.454,0.508509,-0,1,-1.178259,0.006212,-0,1,-1.256375,-0.073238,0,1,-0.799787,0.12577,-0,1,-1.210211,-0.028542,-0,1,-1.191189,0.003228,0,1,-1.179143,0.029108,2,2,2,0,0.569621,0.426,0.13945,0.706911,0.343,0.307502,0.682682,0.308,0.378972,0.90756,0.137,0.724734,0.90756,0.137,0.724734,0.90756,0.137,0.724734,0.87127,0.139,0.71874,0.875,0.172,0.649552,0.761949,0.233,0.527126,0.87127,0.139,0.71874,0.875,0.172,0.649552,0.761949,0.233,0.527126,0.87127,0.139,0.71874,0.875,0.172,0.649552,0.761949,0.233,0.527126,999.92,0.276887,999,1000,2,0,2,2,1000000,1000000000,1000000000000,82.491582,64.511785,0,64.713805,66.464646,65.454545,65.656566,64.511785,63.771044,58.047138,63.771044,84.107744,84.242424,74.410774,83.905724,54.545455,68.013468,83.838384,85.252525,88.013468,75.488215,83.771044
918,250,51,2,0.204,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,135,115,0.54,0.46,0.550201,0,1,-1.052308,0.063018,-0,1,-1.363276,-0.165219,0,1,2.268269,1.465742,-0,1,-1.219577,-0.05107,0,1,-1.193922,-0.010614,0,1,-1.123215,0.095127,2,2,2,0,0.532367,0.464,0.064818,0.642383,0.368,0.258304,0.709791,0.288,0.418041,0.785443,0.236,0.520325,0.785443,0.236,0.520325,0.785443,0.236,0.520325,0.741997,0.256,0.481361,0.73752,0.304,0.383317,0.582448,0.412,0.165857,0.741997,0.256,0.481361,0.73752,0.304,0.383317,0.582448,0.412,0.165857,0.741997,0.256,0.481361,0.73752,0.304,0.383317,0.582448,0.412,0.165857,250,0,250,250,2,0,2,2,62500,15625000,3906250000,81.388889,60.833333,0,59.444444,55,59.722222,58.055556,56.944444,53.888889,53.611111,61.111111,78.333333,75.277778,76.666667,76.388889,54.166667,74.166667,75.277778,77.5,75.833333,67.777778,76.111111
919,40,3,2,0.075,0,0,0,0,2,1,1,0.666667,0.333333,0.333333,21,19,0.525,0.475,0.974359,31.84875,9.182246,-1.12075,-0.020326,20.5,6.67404,-1.2,-0.040652,43.1975,11.690452,-1.0415,0,20.5,6.67404,-1.2,-0.040652,31.84875,9.182246,-1.12075,-0.020326,43.1975,11.690452,-1.0415,0,2,2,2,0,0.947368,0.05,0.899244,0.994987,0.025,0.949749,0.973684,0.025,0.949749,0.97619,0.025,0.95,0.97619,0.025,0.95,0.97619,0.025,0.95,0.97619,0.025,0.95,0.949875,0.05,0.899749,0.97619,0.025,0.95,0.97619,0.025,0.95,0.949875,0.05,0.899749,0.97619,0.025,0.95,0.97619,0.025,0.95,0.949875,0.05,0.899749,0.97619,0.025,0.95,39,1.414214,38,40,2,0,2,2,1520,3040,?,95.555556,86.666667,91.111111,97.777778,95.555556,93.333333,88.888889,97.777778,73.333333,97.777778,95.555556,95.555556,95.555556,97.777778,97.777778,55.555556,95.555556,97.777778,97.777778,97.777778,97.777778,95.555556
920,500,51,2,0.102,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,295,205,0.59,0.41,0.517034,0,1,-1.158793,0.027169,-0,1,-1.300148,-0.153852,0,1,0.40051,0.825729,-0,1,-1.238314,-0.040906,0,1,-1.205175,0.012377,0,1,-1.15144,0.063861,2,2,2,0,0.560107,0.426,0.120126,0.782174,0.222,0.544185,0.778933,0.234,0.530648,0.881166,0.126,0.735827,0.881166,0.126,0.735827,0.881166,0.126,0.735827,0.855535,0.144,0.701468,0.870393,0.142,0.702281,0.693964,0.29,0.392899,0.855535,0.144,0.701468,0.870393,0.142,0.702281,0.693964,0.29,0.392899,0.855535,0.144,0.701468,0.870393,0.142,0.702281,0.693964,0.29,0.392899,499.96,0.197949,499,500,2,0,2,2,250000,125000000,62500000000,84.353741,76.190476,0,68.29932,73.197279,66.122449,68.571429,74.557823,65.170068,55.37415,65.578231,85.034014,84.217687,77.414966,80.272109,59.183673,75.510204,83.945578,85.986395,82.721088,65.578231,83.809524
921,132,4,2,0.030303,0,0,0,0,2,2,1,0.5,0.5,0.25,86,46,0.651515,0.348485,0.946565,53.359848,42.562962,0.404115,0.782784,22.5,12.7468,-1.201145,0,84.219697,72.379124,2.009375,1.565568,22.5,12.7468,-1.201145,0,53.359848,42.562962,0.404115,0.782784,84.219697,72.379124,2.009375,1.565568,3,2,2.5,0.707107,0.977629,0.022727,0.950201,0.965875,0.068182,0.847536,0.831143,0.121212,0.712731,0.914055,0.068182,0.849085,0.914055,0.068182,0.849085,0.914055,0.068182,0.849085,0.914055,0.068182,0.849085,0.867796,0.090909,0.789137,0.933266,0.060606,0.866532,0.914055,0.068182,0.849085,0.867796,0.090909,0.789137,0.933266,0.060606,0.866532,0.914055,0.068182,0.849085,0.867796,0.090909,0.789137,0.933266,0.060606,0.866532,67.5,33.234019,44,91,2.5,0.707107,2,3,4004,12012,24024,87.777778,92.222222,0,93.888889,98.333333,97.777778,98.333333,93.888889,90,98.333333,98.333333,90,90,87.222222,93.888889,66.666667,87.222222,93.888889,94.444444,96.666667,95.555556,90.555556
922,100,51,2,0.51,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,58,42,0.58,0.42,0.59596,-0,1,-1.149297,-0.007655,-0,1,-1.445347,-0.29988,0,1,0.057349,0.704494,-0,1,-1.248059,-0.141094,-0,1,-1.205405,-0.034054,0,1,-1.106015,0.076142,2,2,2,0,0.559113,0.42,0.120603,0.770525,0.27,0.440299,0.848317,0.15,0.693126,0.868432,0.15,0.691104,0.868432,0.15,0.691104,0.868432,0.15,0.691104,0.860427,0.16,0.671593,0.835591,0.18,0.623116,0.79803,0.2,0.59217,0.860427,0.16,0.671593,0.835591,0.18,0.623116,0.79803,0.2,0.59217,0.860427,0.16,0.671593,0.835591,0.18,0.623116,0.79803,0.2,0.59217,100,0,100,100,2,0,2,2,10000,1000000,100000000,84.444444,70.37037,0,62.222222,65.185185,64.444444,65.925926,86.666667,60,54.814815,62.962963,91.111111,86.666667,85.925926,82.962963,59.259259,84.444444,84.444444,85.185185,79.259259,66.666667,81.481481
924,130,4,2,0.030769,0,0,0,0,2,2,1,0.5,0.5,0.25,65,65,0.5,0.5,0.868217,33.071469,18.971729,-1.2295,-0.175194,0.642938,0.27163,-1.259,-0.350388,65.5,37.671829,-1.2,0,0.642938,0.27163,-1.259,-0.350388,33.071469,18.971729,-1.2295,-0.175194,65.5,37.671829,-1.2,0,130,2,66,90.509668,0.870414,0.130769,0.738462,0.96142,0.130769,0.738462,0.885089,0.107692,0.784615,0.892899,0.107692,0.784615,0.892899,0.107692,0.784615,0.892899,0.107692,0.784615,0.892899,0.107692,0.784615,0.492308,0.507692,-0.015385,0.803669,0.307692,0.384615,0.892899,0.107692,0.784615,0.492308,0.507692,-0.015385,0.803669,0.307692,0.384615,0.892899,0.107692,0.784615,0.492308,0.507692,-0.015385,0.803669,0.307692,0.384615,121,12.727922,112,130,66,90.509668,2,130,16900,1892800,3785600,81.666667,88.333333,0,88.333333,87.777778,88.333333,88.888889,88.888889,50,84.444444,84.444444,81.666667,84.444444,50,80.555556,50,81.666667,80,88.888889,86.111111,64.444444,50
925,323,5,2,0.01548,0,0,0,0,4,1,1,0.8,0.2,0.2,175,148,0.541796,0.458204,0.92236,20.309022,24.762093,-0.609184,-0.15034,-0.842724,12.027505,-0.913533,-0.616243,80.890093,38.244305,-0.14808,0.021864,-0.715135,14.74257,-0.890961,-0.467614,0.59436,24.388281,-0.687562,-0.003491,61.047842,35.155428,-0.24903,0.020084,2,2,2,0,0.929884,0.065015,0.869122,0.978224,0.086687,0.824674,0.885579,0.167183,0.665028,0.95834,0.068111,0.862819,0.95834,0.068111,0.862819,0.95834,0.068111,0.862819,0.937954,0.065015,0.869122,0.947297,0.06192,0.875549,0.918938,0.080495,0.837876,0.937954,0.065015,0.869122,0.947297,0.06192,0.875549,0.918938,0.080495,0.837876,0.937954,0.065015,0.869122,0.947297,0.06192,0.875549,0.918938,0.080495,0.837876,239,154.953757,7,323,2,0,2,2,104329,31611687,221281809,93.191489,93.404255,0,95.106383,94.255319,96.595745,93.404255,95.957447,94.255319,93.617021,95.106383,93.404255,92.765957,83.404255,92.340426,54.255319,82.553191,93.191489,95.957447,92.553191,90.851064,91.914894
926,500,26,2,0.052,0,0,0,0,25,1,1,0.961538,0.038462,0.038462,255,245,0.51,0.49,0.51503,-0,1,-1.180309,0.01783,-0,1,-1.30399,-0.145024,0,1,-1.024506,0.146454,-0,1,-1.21843,-0.021155,-0,1,-1.18399,0.005693,0,1,-1.149436,0.069196,2,2,2,0,0.614046,0.386,0.228,0.891573,0.184,0.631735,0.66954,0.36,0.277283,0.832205,0.218,0.562671,0.832205,0.218,0.562671,0.832205,0.218,0.562671,0.711092,0.282,0.436631,0.779408,0.256,0.486398,0.651261,0.35,0.301676,0.711092,0.282,0.436631,0.779408,0.256,0.486398,0.651261,0.35,0.301676,0.711092,0.282,0.436631,0.779408,0.256,0.486398,0.651261,0.35,0.301676,500,0,500,500,2,0,2,2,250000,125000000,62500000000,73.605442,80.136054,0,79.863946,78.639456,79.727891,78.095238,78.911565,74.965986,62.993197,61.904762,72.92517,70.340136,65.442177,74.965986,51.020408,63.265306,73.877551,78.911565,82.993197,65.442177,72.92517
927,42,17,2,0.404762,0,0,0,0,16,1,1,0.941176,0.058824,0.058824,25,17,0.595238,0.404762,0.658537,6.500298,2.737348,-0.616219,-0.029866,1.97619,0.632387,-1.29437,-0.419021,41.828571,20.661042,0.092786,0.637289,2.605357,0.68886,-1.02232,-0.259717,3.109524,0.795021,-0.548979,-0.077598,3.416071,0.890346,-0.322589,0.081724,2,2,2,0,0.692941,0.309524,0.375286,0.745882,0.261905,0.471396,0.658824,0.380952,0.277419,0.649412,0.380952,0.26477,0.649412,0.380952,0.26477,0.649412,0.380952,0.26477,0.656471,0.380952,0.224018,0.602353,0.404762,0.118519,0.524706,0.47619,0.047619,0.656471,0.380952,0.224018,0.602353,0.404762,0.118519,0.524706,0.47619,0.047619,0.656471,0.380952,0.224018,0.602353,0.404762,0.118519,0.524706,0.47619,0.047619,22.0625,7.558384,15,42,2,0,2,2,1638,37674,828828,62,72,52,74,62,68,70,70,60,70,72,58,60,58,62,60,56,60,68,64,60,58
928,46,5,2,0.108696,0,0,0,0,3,2,2,0.6,0.4,0.4,25,21,0.543478,0.456522,0.577778,10.992754,6.456135,-1.061932,0.201816,1.978261,0.774285,-1.304044,0,23.5,13.422618,-0.681753,0.567416,1.978261,0.774285,-1.304044,0,7.5,5.171503,-1.2,0.038033,23.5,13.422618,-0.681753,0.567416,2,2,2,0,0.93619,0.065217,0.86907,0.897143,0.217391,0.558541,0.780952,0.26087,0.461988,0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.922857,0.108696,0.783427,0.849524,0.217391,0.565217,0.888571,0.108696,0.780115,0.922857,0.108696,0.783427,0.849524,0.217391,0.565217,0.888571,0.108696,0.780115,0.922857,0.108696,0.783427,0.849524,0.217391,0.565217,0.888571,0.108696,0.780115,22,21.931712,3,46,2,0,2,2,782,2346,4692,80,83.636364,0,89.090909,89.090909,87.272727,78.181818,89.090909,52.727273,90.909091,83.636364,81.818182,90.909091,76.363636,90.909091,54.545455,70.909091,96.363636,90.909091,94.545455,90.909091,78.181818
929,70,5,2,0.071429,0,0,0,0,4,1,1,0.8,0.2,0.2,35,35,0.5,0.5,0.565217,8.906901,5.845644,-0.514964,-0.004742,0.031906,0.924799,-1.2,-0.035676,35.5,20.351085,-0.212782,0.010436,0.035508,0.949484,-0.997524,-0.026757,0.047849,1.053345,-0.323538,0.003137,26.637346,15.534102,-0.223832,0.009395,2,2,2,0,0.6,0.4,0.2,0.702041,0.328571,0.342857,0.670612,0.328571,0.342857,0.485714,0.514286,-0.028571,0.485714,0.514286,-0.028571,0.485714,0.514286,-0.028571,0.606939,0.357143,0.285714,0.591429,0.4,0.2,0.5,0.5,0,0.606939,0.357143,0.285714,0.591429,0.4,0.2,0.5,0.5,0,0.606939,0.357143,0.285714,0.591429,0.4,0.2,0.5,0.5,0,70,0,70,70,2,0,2,2,4900,343000,24010000,52.222222,66.666667,0,61.111111,68.888889,67.777778,66.666667,64.444444,53.333333,61.111111,60,52.222222,63.333333,62.222222,62.222222,50,62.222222,62.222222,64.444444,56.666667,50,64.444444
931,662,4,2,0.006042,0,0,0,0,3,1,1,0.75,0.25,0.25,348,314,0.52568,0.47432,0.534039,23.436008,7.497684,0.032493,0.115688,9.87297,2.976505,-0.076195,-0.385186,42.485578,14.969558,0.10914,0.384638,9.87297,2.976505,-0.076195,-0.385186,17.949474,4.54699,0.064535,0.347612,42.485578,14.969558,0.10914,0.384638,2,2,2,0,0.513087,0.486405,0.026133,0.582729,0.425982,0.143918,0.5,0.47432,0.000654,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,0.526567,0.468278,0.041279,0.475803,0.522659,-0.048408,0.5,0.47432,0,0.526567,0.468278,0.041279,0.475803,0.522659,-0.048408,0.5,0.47432,0,0.526567,0.468278,0.041279,0.475803,0.522659,-0.048408,662,0,662,662,2,0,2,2,438244,290117528,580235056,52.55102,54.387755,55.612245,55.510204,55.306122,56.326531,55.306122,54.081633,54.489796,51.734694,50.510204,52.55102,52.244898,52.346939,51.122449,52.55102,52.346939,52.346939,53.163265,50.510204,51.734694,52.653061
932,100,51,2,0.51,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,56,44,0.56,0.44,0.494949,-0,1,-0.996635,0.105629,-0,1,-1.365316,-0.366534,0,1,2.084317,1.509133,-0,1,-1.200283,-0.036235,0,1,-1.111432,0.089907,0,1,-1.014713,0.168577,2,2,2,0,0.472403,0.52,-0.055195,0.418019,0.52,-0.060359,0.5,0.5,0,0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.497565,0.5,-0.009693,0.678977,0.35,0.239791,0.575487,0.41,0.153592,0.497565,0.5,-0.009693,0.678977,0.35,0.239791,0.575487,0.41,0.153592,0.497565,0.5,-0.009693,0.678977,0.35,0.239791,0.575487,0.41,0.153592,100,0,100,100,2,0,2,2,10000,1000000,100000000,68.148148,51.851852,0,45.925926,44.444444,46.666667,47.407407,55.555556,49.62963,57.777778,60.740741,67.407407,69.62963,71.851852,73.333333,55.555556,63.703704,74.814815,63.703704,65.185185,56.296296,60.740741
933,250,26,2,0.104,0,0,0,0,25,1,1,0.961538,0.038462,0.038462,136,114,0.544,0.456,0.542169,0,1,-0.94781,0.123092,-0,1,-1.317965,-0.166033,0,1,2.298279,1.385605,-0,1,-1.238536,-0.022207,0,1,-1.165025,0.033065,0,1,-1.103753,0.116775,2,2,2,0,0.555857,0.44,0.111872,0.707108,0.292,0.405963,0.729296,0.252,0.490983,0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.770833,0.216,0.562767,0.692789,0.284,0.42471,0.654863,0.34,0.311272,0.770833,0.216,0.562767,0.692789,0.284,0.42471,0.654863,0.34,0.311272,0.770833,0.216,0.562767,0.692789,0.284,0.42471,0.654863,0.34,0.311272,250,0,250,250,2,0,2,2,62500,15625000,3906250000,78.333333,66.944444,0,62.777778,65.277778,62.777778,63.888889,68.888889,63.611111,57.777778,66.111111,80.833333,76.666667,76.388889,74.166667,54.166667,71.388889,82.777778,81.388889,80,71.388889,79.166667
